name,address,city,zip,phone,type,hood_hits,repeat,last_inspection,inspector_note
CHINA CHEF,930 US 64 HWY W ,APEX,27523,(919) 468-8982,1 - Restaurant,1,False,2025-03-11,6-501.12; Core; Observed grease deposits on hood vent above cooktop/wok station. Physical facilities shall b
MOJO'S GRILL,2648 TIMBER DR ,GARNER,27529,(919) 662-1115,1 - Restaurant,1,False,2025-03-11,the back. Also noted an accumuoation of dust residue along the hood vents above the cooking equipment. Cleaned frequently to pr
WANG'S BISTRO,877-405 E GANNON AVE ,ZEBULON,27597,(919) 269-9788,1 - Restaurant,1,False,2025-03-13,4-602.13; Core; Minor buildup of grease on the hoods. - Nonfood contact surfaces of equipment shall be cleaned 
MOE'S SOUTHWEST GRILL,6679 FALLS OF NEUSE RD ,RALEIGH,27615,(919) 846-9274,1 - Restaurant,1,False,2025-03-17,4-602.13; Core; Frequent cleaning is needed on removable hood vents in kitchen due to the accumulated residue. Nonfood co
BOJANGLES #53,1541 SUNDAY DR ,RALEIGH,27607,(919) 322-2637,1 - Restaurant,1,False,2025-03-19,ll station. Please have cooler cleaned. Building-up observed on biscuit grill station hood and fryer station hood vent. 
HYATT PLACE CAFE,200 AIRGATE DR ,MORRISVILLE,27560,(919) 405-2400,1 - Restaurant,1,False,2025-03-19,nk; and 3-compartment sink.  Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
DALY CAFE AND PUB AT HOLIDAY INN,930 AIRPORT BLVD ,MORRISVILLE,27560,(919) 465-1910,1 - Restaurant,1,False,2025-03-24,ues and food debris. Vents on make-line exhaust were soiled with dust and grease. Nonfood-contact surfaces of equipment shall be kept free o
SCHLOTZSKY'S,906 US 64 HWY W ,APEX,27502,(919) 462-9481,1 - Restaurant,1,False,2025-03-25,ents above warewashing area. Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust 
JERSEY MIKE'S #3181,4205 CORNERS PKY ,RALEIGH,27617,(919) 949-1539,1 - Restaurant,1,False,2025-03-25,4-601.11 (C); Core; Observed residue buildup on the exterior of the oven and on the hood vents; also observed food debris on the exteriors of the co
WAFFLE HOUSE #1090,1006 AIRPORT BLVD ,MORRISVILLE,27560-9195,(919) 460-0388,1 - Restaurant,1,False,2025-03-27,were soiled with food debris. Make-line exhaust vent panels were soiled with grease. Blowers in reach-in coolers were soiled with dust accumula
POPEYE'S RDU JV,2400 JOHN BRANTLEY BLVD ,MORRISVILLE,27560,,1 - Restaurant,1,False,2025-03-31,eading station; and fryers.  Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
COOKOUT #55,1433 N MAIN ST ,FUQUAY-VARINA,27526,(919) 577-8088,2 - Food Stands,1,False,2025-04-11,ceiling heavy dust build-up. Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
NY PIZZA,1831 N HARRISON AVE ,CARY,27513-2408,(919) 677-8484,1 - Restaurant,1,False,2025-04-21,4-601.11(B) and (C); Core; Exhaust vent above pizza oven was soiled with dust and flour build up. Nonfood-contact surfaces shall be clean to sight and to
BIG SERGIO'S PIZZA OF APEX,2127 TEN TEN RD ,APEX,27539,(919) 303-1770,1 - Restaurant,1,False,2025-04-22,  The walk in freezer has excessive ice build up along condenser and a light is blown under the hood system. Equipment shall be kept in good repair. The PIC adv
CARY ELEMENTARY CAFETERIA,400 KILDAIRE FARM RD ,CARY,27511,(919) 460-3455,11 - Public School Lunch,1,False,2025-04-23,ved on air vents in multiple locations. Dust build up on hood filters above cook line. Physical facilities shall be maint
SUVIDHA DELI,744 HUNTER ST,APEX,27502,(919) 267-4901,2 - Food Stands,1,False,2025-05-01,imited to: refrigeration gaskets; heavy dust build up along hood system; dough mixers; dough making counter tops; hot holdin
WCC CAFE,111 COMPETITION CENTER DR ,MORRISVILLE,27560,(984) 465-4579,1 - Restaurant,1,False,2025-05-05,4-601.11(C); Core; Observed grease buildup on the hood vents above the flattop and the pizza oven.  Nonfood-contac
THE BORDER RESTAURANT,712 N MAIN ST,WAKE FOREST,27587,(919) 556-2125,1 - Restaurant,1,False,2025-05-08,Observation:  The hood has grease build up.  4-601.11 (B) and (C) Equipment; Food-Contact Surfaces;
ROSATI'S PIZZA MORRISVILLE ,3605 DAVIS DR ,MORRISVILLE,27560,(919) 380-7000,1 - Restaurant,1,False,2025-05-08,4-204.11; Core; Residue and grease buildup present on the hood above the grill; and black encrusted deposits present on an
FIRST WATCH #6036,304 GRAND HILL PL ,HOLLY SPRINGS,27540-4490,(919) 808-4603,1 - Restaurant,1,False,2025-05-12,re have heavy dust build-up. Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
LEESVILLE MIDDLE-ELEM. SCH. CAFETERIA,8406 PRIDE WAY,RALEIGH,27613-1004,(919) 870-4200,11 - Public School Lunch,1,False,2025-05-14,roughout the establishment.  Change the filters and clean the intake and exhaust air ducts so they are not a source of contamination by dust
PANERA BREAD #1642,2234 WALNUT  ST ,CARY,27511,(919) 233-2221,1 - Restaurant,1,False,2025-05-14,er film from make line refrigerator and hood to provide cleanable finish. Maintain equipment clean.
PARK ALUMNI CENTER,2450 ALUMNI DR,RALEIGH,27606,(919) 515-0554,1 - Restaurant,1,False,2025-05-14,preclude accumulation of soil residues. Hood ventilation system over grill station in need of thorough cleaning. 
SUSHI NINE,3812 WESTERN BLVD ,RALEIGH,27606,(919) 615-3100,1 - Restaurant,1,False,2025-05-19,preclude accumulation of soil residues. Hood vent system under grill line is in need of cleaning.
INDEPENDENCE VILLAGE OF OLDE RALEIGH,3113 CHARLES B ROOT WYND ,RALEIGH,27612-5379,(919) 781-8226,1 - Restaurant,1,False,2025-05-22,Ventilation Hood Systems; Adequacy  (C) Hood systems and devices shall be in sufficient number and capacity to prevent grease or condensation from collecting on equipment; walls; and ce
CHICK-FIL-A #05395,1001 S HUGHES ST,APEX,27502,(919) 303-2367,1 - Restaurant,1,False,2025-05-23,eaning; Frequency and Restrictions  (C) Grease build-up on wall above ventilation hood.  Physical facilities shall be cleaned as often as necessar
LOWES FOODS #191 DELI,9600 STRICKLAND RD ,RALEIGH,27615-1937,(919) 847-5661,2 - Food Stands,1,False,2025-05-29,01.12; Core; Observed a large amount of grease buildup on the hood; creating blackened grease drip; above the deep fryers and 
GREEK FIESTA AT CROSSROADS,319 CROSSROADS BLVD ,CARY,27518,(919) 851-7995,1 - Restaurant,1,False,2025-06-02,Frequency (C) Wall attachments near the hood are not clean. This is also where I observed the cockroach. Clean items o
LIFE CAFE POOLSIDE,8715 FALLS OF NEUSE ROAD,RALEIGH,27615,(919) 582-7000,1 - Restaurant,1,False,2025-06-06,4-601.11; Core; The hood vents and grill need cleaning. Keep non food contact surfaces of  equipment clean to a
HARRIS TEETER #311 DELI,324 VILLAGE WALK   DR ,HOLLY SPRINGS,27540,(919) 552-1596,2 - Food Stands,1,False,2025-06-11,have heavy build-up of dust. Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
CHICK-FIL-A #3448,7107 O'KELLY CHAPEL RD ,CARY,27519,(919) 466-9525,1 - Restaurant,1,False,2025-06-12,cumulations of debris below wire grate. Exhaust vent on fry lines were soiled with accumulations of grease and food debris. Nonfood-contact surfaces of equipment shal
SEA DEPOT SEAFOOD MARKET,750-G E CHATHAM ST ,CARY,27511,(919) 469-8889,2 - Food Stands,1,False,2025-06-13,Frequency and Restrictions  (Core); The hood over the fryers has grease and dusty buildup.  Maintain physical facilities clean.  
GONZA TACOS Y TEQUILA,525 NEW WAVERLY PL ,CARY,27518,(919) 653-7310,1 - Restaurant,1,False,2025-06-13,6-501.12 Cleaning (C) Front edge of the hood in the kitchen is actively dripping from condensation.  Cei
CALI COLOMBIAN RESTAURANT,5601 ATLANTIC AVE,RALEIGH,27615,(919) 424-7160,1 - Restaurant,1,False,2025-06-16,method.  6-501.12; Core - Observed vent hood filters with significant carbon/soil/grease build-up. Wall to left of cooking line was soiled...Physical faci
HARRIS TEETER #58 DELI,750 W WILLIAMS ST ,APEX,27502,(919) 362-3782,2 - Food Stands,1,False,2025-06-17,s  (C) The prep table; bread slicer; an hood panels are soiled with build up. Non food contact surfaces of equipment shall be cleaned
ALEXANDER'S MEDITERRANEAN CUISINE,263 W TIMBER DR ,GARNER,27529,(919) 779-1183,1 - Restaurant,1,False,2025-06-18,e last inspection.  6-501.14 Change the filters and clean the intake and exhaust air ducts so they are not a source of contamination by dust
BROOKDALE CARY FOOD SERVICE,7870 CHAPEL HILL RD ,CARY,27573,(919) 852-1355,16 - Institutional Food Service,1,False,2025-06-24,ill line was soiled due to a leak.  The hood filters above the grill line had residue build up and are due for cleaning.   Floors; walls; ceilings including the attachments suc
BOTECO DO BRAZIL,4214 NW CARY PKY ,CARY,27513,,1 - Restaurant,1,False,2025-06-26,CDI-Fryer and sink were cleaned today.  Hoods will be cleaned in the next few days.  
CHECKER'S PIZZA   SUBS,2720-126 LAKE WHEELER ROAD,RALEIGH,27603,(919) 821-1111,1 - Restaurant,1,False,2025-07-07,in need of thorough; detailed cleaning. Hood ventilation system over grill station with heavy residue build-up. Nonfood-contact surfaces of equipment shall be cleaned 
LA RANCHERITA MEXICAN RESTAURANT,7420 SIX FORKS  RD ,RALEIGH,27615,(919) 844-6330,1 - Restaurant,1,False,2025-07-07,4-602.13; Core; Thick grease buildup was observed on hood vents above the flattop; dust buildup on the fanguards of t
CORBETT'S BURGERS   SODA BAR,126 KILMAYNE DR ,CARY,27511,(919) 466-0055,1 - Restaurant,1,False,2025-07-11,ng and hot holding equipment underneath hood have grease and debris build up on outsides. Ceiling leaking onto top of reach in cooler
CORBETT'S BURGERS & SODA BAR,7224 GB ALFORD HWY,HOLLY SPRINGS,27540,,1 - Restaurant,1,False,2025-07-15,rea near front kitchen area. Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
FUQUAY VARINA HEALTH AND REHAB CENTER KITCHEN,410 S JUDD PKWY,FUQUAY-VARINA,27526,(919) 577-0421,16 - Institutional Food Service,1,False,2025-07-18,ir vents soiled with dust accumulation. Clean the intake and exhaust air ducts so they are not a source of contamination by dust
SHAKE SHACK #1294,310 COLONADES WAY,CARY,27518,(919) 230-9390,1 - Restaurant,1,False,2025-07-21,ted Drawer Unit in the corner under the hood is not clean.  It is currently not in use. Extensive cleaning of this re
MCDONALD'S #7811,6250 CAPITAL BLVD ,RALEIGH,27616,(919) 878-5907,1 - Restaurant,1,False,2025-07-25,d flooring under cooking equipment; and soiled vent hood filters and sink drain pipes...Physical facilities shall be
THE PICKLED ONION,8511 CANTILEVER WAY ,RALEIGH,27613,(919) 977-0031,1 - Restaurant,1,False,2025-07-28,eas but around these areas.  Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
PLEASANT UNION ELEM.SCHOOL CAFET.,1900 PLEASANT UNION CHURCH RD ,RALEIGH,27614-7103,(919) 870-4230,11 - Public School Lunch,1,False,2025-07-29,roughout the establishment.  Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
LOWES FOODS #226 BEEF SHOP,8440 LOUISBURG RD ,RALEIGH,27616,(919) 266-1031,2 - Food Stands,1,False,2025-07-31,6-501.12; Core - Observed soiled ventilation hood and filters above grill area (with significant grease build
TERRABELLA OF NORTHRIDGE KITCHEN,600 NEWTON RD ,RALEIGH,27615,(919) 848-4906,16 - Institutional Food Service,1,False,2025-08-01,he shelving in the walk-in cooler has a buildup of food residue and the vents in the hood over the cookline have a buildup of oil residue. Nonfood-co
KITCHEN ARCHIVE,2161 S WILMINGTON ST ,RALEIGH,27603,(919) 920-6309,2 - Food Stands,1,False,2025-08-06,lation hood system. Exhaust ventilation hood systems in food preparation and warewashing areas shall be designed to prevent grease or condensation from draining or dripping on to food; equip
SHEETZ #361,4801 THORTON RD,RALEIGH,27616,(919) 862-0904,1 - Restaurant,1,False,2025-08-08,nd dish washing areas were soiled. Vent hood above fryers had some grease build-up...Physical facilities shall be kept clean...Increase cle
APPLEBEE'S # 1126,7831 TARGET  CIR ,RALEIGH,27614,(919) 872-2401,1 - Restaurant,1,False,2025-08-11,torage; in walk-in freezer; ventilation hood filters; ceiling tiles and vent slates/grates (including in bathro
MOE'S #100810,8111-101 CREEDMOOR RD ,RALEIGH,27613,(919) 803-0542,1 - Restaurant,1,False,2025-08-12,od; equipment; or utensils.  Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
KATHMANDU KITCHEN,1275 NW MAYNARD RD ,CARY,27513,(919) 535-3026,1 - Restaurant,1,False,2025-08-14,as food and other debris built up.  The hood filters above the grill line need cleaning.  The doorknob above the table with the can opener and t
BOJANGLES #45,900 S MAIN ST ,ROLESVILLE,27571,(919) 453-6241,1 - Restaurant,1,False,2025-08-18,hallway leading to bathrooms. Some vent hood filters were soiled/dusty; and end of drain pipe from walk-in cooler had some slime 
CHILI'S BAR AND GRILL,3411 SUMNER BLV ,RALEIGH,27616,(919) 792-2545,1 - Restaurant,1,False,2025-08-19,oth ends of dish machine; and some vent hood filters above cooking line were soiled...Physical facilities shall be kept clean...Increase clea
TEMPLETON OF CARY,215 BRIGHTMORE DR,CARY,27518,(984) 200-3688,1 - Restaurant,1,False,2025-08-25,g around air vent in satellite kitchen. Dust build up along hood in satellite kitchen. Physical facilities shall be maintain
POPPY SEED MARKET,8801-107 LEAD MINE RD ,RALEIGH,27615,(919) 870-4997,1 - Restaurant,1,False,2025-08-28,a and the dry storage area.  Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
COURTNEY'S NY BAGEL   DELI,929 HERITAGE LAKE  RD ,WAKE FOREST,27587,(919) 453-1043,1 - Restaurant,1,False,2025-09-03,4-602.13; Core; Detailed cleaning is needed throughout the kitchen area: the hood and vents have a buildup of grease and residue; exterior of
BREAK TIME BILLIARDS,6442 TRYON RD,CARY,27518,,1 - Restaurant,1,False,2025-09-03,tion table and trash can is not clean.  Hood filters are very dusty.  Maintain physical facilities clean. 
FOOD LION #757 PRODUCE,1100-122 RALEIGH BLVD ,RALEIGH,27610,(919) 829-7077,2 - Food Stands,1,False,2025-09-10,n's restroom have build up.  Change the filters and clean the intake and exhaust air ducts so they are not a source of contamination by dust
JUMBO WINGS,2893 JONES FRANKLIN RD,RALEIGH,27606,,1 - Restaurant,1,False,2025-09-15,6-501.12 Cleaning; Frequency (C) Hood filter on the right is not used and there is grease accumulated inside the unit.  Assure hood is pulling air pr
EMPANADAS AND MORE,2107 GRACE PARK  DR ,MORRISVILLE,27560,(919) 377-0137,1 - Restaurant,1,False,2025-09-15,ling vents in the back kitchen area and grease accumulating on hood above the stove and fryers.  Physical facilities shall be c
OSHA THAI KITCHEN AND SUSHI,242 S MAIN ST,HOLLY SPRINGS,27540-9094,(984) 538-6742,1 - Restaurant,1,False,2025-09-16,on vents in kitchen ceiling. Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
NEW RAINBOW GARDEN,407 S MAIN ST ,ROLESVILLE,27571,(919) 554-8838,1 - Restaurant,1,False,2025-09-24,4-602.13; Core; Cleaning needed on hood vents to remove grease accumulation and on exterior of a fe
CHIPOTLE MEXICAN GRILL STORE # 0826,6602-3 GLENWOOD AVE ,RALEIGH,27612,(919) 781-5115,1 - Restaurant,1,False,2025-10-01,scharge Prohibition  (C) (A) Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
NEW ASIAN GARDEN,13654 CAPITAL BLVD ,WAKE FOREST,27587,(919) 554-9898,1 - Restaurant,1,False,2025-10-02,Observation:  Grease is building up on the hood. Debris is building up behind and on the outside of equipme
BABA GHANNOUJ,2468 WALNUT ST ,CARY,27518,(919) 233-0907,1 - Restaurant,1,False,2025-10-06,; not clean. Ceiling to the left of the hood is soiled; ventilation may need improvement in this area. . Trash C
MEEPLE'S BREW,821 BASS PRO LANE,CARY,27513,(919) 377-0061,1 - Restaurant,1,False,2025-10-06, ceiling HVAC vents are very dusty. The exhaust ceiling vents in both restrooms are dusty. Please clean the restroom vents to help with odor removal
CAPI'S,2700 REGENCY PKY ,CARY,27518,(919) 468-0084,1 - Restaurant,1,False,2025-10-14,urfaces  (C) Unused equipment under the hood is dusty and not used. There is a domestic black refrigerator and a
GUASACA,913 SPRING FOREST RD ,RALEIGH,27609-9119,(919) 803-6539,1 - Restaurant,1,False,2025-10-16,walk-in cooler have small dots of black residue on them and there is oil running down the inner front side and side of hood. the  Keep non food contact surfaces of  equipment clean to
KORNER CAFE FOOD COURT,4420 LAKE BOONE TRL ,RALEIGH,27607-7505,(919) 784-3401,1 - Restaurant,1,False,2025-10-16,Observation: Floors unclean in the rear kitchen under the hood system/unsused portion of kitchen. 6-501.12 Cleaning; Frequ
VERA PIZZA AND GRILL,6091  CAPITAL  BLVD ,RALEIGH,27616,(919) 301-8198,1 - Restaurant,1,False,2025-10-22,orm on door.  6-501.12; Core - Observed soiled vent hood filters; mop sink/can wash walls and basin; ceiling light s
WOK ON FIRE,1216 PARKSIDE MAIN ST ,CARY,27519,(919) 466-0888,1 - Restaurant,1,False,2025-10-29,Can opener insert and metal panel along exhaust vent were soiled with food residues and grease. Nonfood-contact surfaces shall be cleaned at a frequency n
BRUEGGERS BAGELS #143,7550-106 CREEDMOOR RD ,RALEIGH,27613,(919) 848-4902,1 - Restaurant,1,False,2025-11-03,ng vents with dust buildup.  Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
CLARK DINING HALL,221 JENSEN  DR ,RALEIGH,27695,(919) 513-4680,1 - Restaurant,1,False,2025-11-07,-in door gaskets on serving line units. Build-up observed on hood ventilation system grates over grill line.
RANDY'S PIZZA,2458 WYCLIFF RD ,RALEIGH,27607,(919) 322-5990,1 - Restaurant,1,False,2025-11-13,area as dust is accumulated. Change the filters and clean the intake and exhaust air ducts so they are not a source of contamination by dust
REMINGTON GRILL,208 CROSSROADS BLVD,CARY,27511-6892,(919) 233-1494,1 - Restaurant,1,False,2025-11-20,ntact Surfaces (C) Heat Lamps under the hood are heavily soiled.  Areas of the wood tables; benches and paper towel holde
TAYLOR'S CONVENIENCE STORE,10005 SIX FORKS RD ,RALEIGH,27615-1636,(919) 847-3069,1 - Restaurant,1,False,2025-11-24,4-601.11(C); Core; Observed food debris buildup in the reach-in freezer and grease buildup on the hood vents above the deep fryer.  Nonfood-contact surfaces of eq
THE CHA HOUSE,3604 ROGERS BRANCH,WAKE FOREST,27587,(919) 263-1879,1 - Restaurant,1,False,2025-11-25,rowth. Freezer is not currently in use. Hood filters need cleaning to remove the accumulated grease residue. Nonfood-contact surfaces of equipment shall be kept free o
HARRIS TEETER #136 DELI,9600 FALLS OF NEUSE  RD ,RALEIGH,27615,(919) 676-6614,1 - Restaurant,1,False,2025-12-01,ds inside of the coolers are collecting dust/light debris and there is a buildup of oil on hood vents and running down the front inner portion of the hood.
GOLDEN DRAGON ,2402-A HILLSBOROUGH ST ,RALEIGH,27607,(919) 834-2626,1 - Restaurant,1,False,2025-12-04, in the following areas: shelves; steel hood filters; inside and outside of reach ins; refrigerators; prep tabl
LOWES FOODS #207 MEATS   SEAFOOD,112 BASS LAKE RD ,HOLLY SPRINGS,27540,(919) 577-6971,2 - Food Stands,1,False,2025-12-08,t they have heavy build-up.  Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
GLENWOOD GRILL,2603-151 GLENWOOD AVE ,RALEIGH,27608,(919) 782-3102,1 - Restaurant,1,False,2025-12-10,ue accumulation and need to be cleaned. Hood equipment needs cleaning. Non food contact surfaces shall be kept free of soil re
URBAN ANGEETHI,5033 ARCO ST,CARY,27519,(919) 234-5555,1 - Restaurant,1,False,2025-12-10,p coolers were soiled with food debris. Exhaust vent panels were soiled with grease and food debris.Nonfood-contact surfaces shall be kept free
THE SPICECUBED GROUP/CHEF MARIO,2610 WYCLIFF RD ,RALEIGH,27607,(919) 523-2786,1 - Restaurant,1,False,2025-12-15, Core; Service line grill equipment and hood ventilation system is greasy and soiled. Food debris present on bottom of prep tables throughout 
FLAVORS OF INDIA,6715 HILLSBOROUGH ST,RALEIGH,27606,(919) 900-7334,1 - Restaurant,1,False,2025-12-17,preclude accumulation of soil residues. Dust/residue build-up on hood ventilation system over grill line. Cleaning scheduled for 
RALEIGH STEAK ESCAPE,4325 GLENWOOD AVE ,RALEIGH,27511,(919) 786-0404,2 - Food Stands,1,False,2025-12-17,Observation: The grease catch pan ont he hood system is missing and allowing for grease to drip side of g
THAIPHOON BISTRO,7496 CREEDMOOR RD,RALEIGH,27613,(919) 917-7988,1 - Restaurant,1,False,2025-12-29,4-601.11(C); Core; Observed dark grease buildup on the hood vents.  Nonfood-contact surfaces of equipment shall be kept
WENDY'S #1344,6611 GLENWOOD AVE ,RALEIGH,27612,(919) 728-1065,1 - Restaurant,1,False,2025-12-31, UTENSILS or EQUIPMENT Observation: The hood system over the drive through cooking unit is no longer working allowing for grease accumulation and steam observed dripping form counters onto
BRIG'S GREAT BEGINNINGS,8111 CREEDMOOR RD ,RALEIGH,27613,(919) 870-0994,1 - Restaurant,1,False,2026-01-09,the long; metal prep table.  Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
PINEAPPLE SOL,302 COLONADES WAY,CARY,27518,(919) 746-0888,1 - Restaurant,1,False,2026-01-13,handled and food is prepared.  6-501.14 Hood Filters on the far right above the flat top grill are coating in a
DEVILS RIDGE GOLF CLUB,5107 LINKSLAND DR ,HOLLY SPRINGS,27540,(919) 557-6100,1 - Restaurant,1,False,2026-01-14,ents over cook area have black residue. Clean the intake and exhaust air ducts so they are not a source of contamination by dust
WHITE STORY CAFE,113 S. WHITE ST,WAKE FOREST,27587,,1 - Restaurant,1,False,2026-01-21,Observation:  Grease debris is building up on the hood.  4-601.11(C ) Keep non food contact surfaces of  equipment
FOOD LION #2227 DELI,161 CRENSHAW CORNERS DR ,WAKE FOREST,27587,(919) 569-0089,2 - Food Stands,1,False,2026-01-23,Obseravation:  Grease and debris are building up on hood and on equipment below the hood.  4-601.11(C ) Keep non food contact surfaces of  equipment
CHOPSTIX,5607 CREEDMOOR RD ,RALEIGH,27612,(919) 781-6268,1 - Restaurant,1,False,2026-01-28, expo line areas have debris; The metal filters on the hood system are accumulated with grease - Increase clenaing freq
TIGER SUGAR,1969 HIGH HOUSE RD,CARY,27519,,1 - Restaurant,1,False,2026-01-30,6-501.12; Core; Hood vents above fryer station have heavy grease residue accumulation. Physical facilities shall be maintained clean
PANDA WOK,8521  CANTILEVER WAY ,RALEIGH,27613,(919) 792-2588,1 - Restaurant,1,False,2026-02-03,4-602.13; Core; Observed buildup of grease on the hood vent inserts.  Nonfood-contact surfaces of equipment shall 
PERRY CREEK HEALTH AND REHAB CTR FOODSERVICE,5201 CLARKS FORK DR NW,RALEIGH,27616,(919) 872-7033,16 - Institutional Food Service,1,False,2026-02-13,torage areas; soiled floor drains; vent hood filters and some walls...Physical facilities shall be kept clean..
DAVIS DRIVE MIDDLE SCH. CAFETERIA,2101 DAVIS DR,CARY,27519-9276,(919) 387-3038,11 - Public School Lunch,1,False,2026-02-16,; Core; Tops of cooking equipment under hood vent are soiled with dust accumulation. Nonfood-contact surfaces of equipment shall b
FOOD LION #247 DELI,4510 CAPITAL BLV ,RALEIGH,27604-4353,(919) 876-8126,2 - Food Stands,1,False,2026-02-18,nd Discharge Prohibition.(A) Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
ARBY'S #7668,2104 S MAIN ST ,WAKE FOREST,27587,(919) 556-6724,1 - Restaurant,1,False,2026-02-19,Observation:   Debris and grease are building up behind equipment and on the hood. Ceiling tiles have microbial build up due to leaking ceili
HARRIS TEETER #43 DELI,3638 ROGERS RD ,WAKE FOREST,27587,(919) 562-9521,2 - Food Stands,1,False,2026-02-20,4-602.13; Core; Hood filters have a thick accumulation of residue above the sushi prep area. Non food contact surfaces of equ
SONIC DRIVE IN #4809,12508 CAPITAL BLVD ,WAKE FOREST,27587,(919) 562-2259,1 - Restaurant,1,False,2026-02-24,Observation:  The hood and outside of equipment has grease and debris build up. Grease and food debris are building up behind the fryer
PUBLIX #1652  DELI,417 W PEACE ST,RALEIGH,27603-1133,(919) 755-5444,2 - Food Stands,1,False,2026-02-24,hat are not in use at sub station); the hood vents over the chicken fryers have a buildup of oil and debris; the clean dish rack needs and other sh
DANNY'S BARBEQUE,311 ASHVILLE AVE ,CARY,27518,(919) 851-5541,1 - Restaurant,1,False,2026-02-24,f the wall are soiled or dusty.  Remove grease from the wall and pipe to the left of the hood.  Remove dust from the wall to the right of the Metro holdi
SERAFINA RISTORANTE,126 N SALEM ST,APEX,27502,(919) 267-4785,1 - Restaurant,1,False,2026-02-24,eaning; Frequency and Restrictions  (C) Hood panels and tile walls at the cookline are soiled. Physical facilities shall be cleaned as often necessary 
CHARLIE'S KABOB GRILL,12235 CAPITAL BLVD ,WAKE FOREST,27587,(919) 554-0938,1 - Restaurant,1,False,2026-02-24,Observation:  Grease and debris are building up on the hood above flat top grill.  4-601.11(C ) Keep non food contact s
SMOOTHIE KING #1662,4212 LASSITER RD,HOLLY SPRINGS,27540-4301,,2 - Food Stands,1,False,2026-02-25, have heavy buildup of dust. Change the filters and clean the intake and exhaust air ducts so they are not a source of contamination by dust
HARRIS TEETER #422 DELI,120-100 ST ALBANS  DR ,RALEIGH,27609,(919) 781-4165,1 - Restaurant,1,False,2026-02-25, Utensils  (C); Piping underneath grill hood has grease residue buildup and should be cleaned. Non food contact surfaces shall be kept free of soil res
JET'S PIZZA NC05,8365 CREEDMOOR RD ,RALEIGH,27613,(919) 845-3337,2 - Food Stands,1,False,2026-03-10,4-601.11(C); Core; Observed some brown buildup on the hood over the pizza oven.  Nonfood-contact surfaces of equipment
DQ GRILL   CHILL #24227,2105 TEN TEN RD ,APEX,27539,(919) 387-3809,1 - Restaurant,1,False,2026-03-16,p lids are soiled with food debris. The hood filter panels are soiled with heavy grease and grime accumulation. Non food contact surfaces of equipm
CARLIE C'S DELI,4111 NEW BERN  AVE ,RALEIGH,27610,(919) 250-7876,2 - Food Stands,1,False,2026-03-19,sides have buildup of debris/soils. The hoods have buildup. - Equipment nonfood contact surfaces shall be kept clean
SONIC DRIVE-IN #3975,700 CAYMAN AVE ,HOLLY SPRINGS,27540,(919) 567-2555,1 - Restaurant,1,False,2026-03-20,nt above table in back area. Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
BEN GONG'S TEA,4141 DAVIS DRIVE,MORRISVILLE,27560,(919) 985-5466,1 - Restaurant,1,False,2026-04-02,ood Contact Surfaces; and Utensils  (C) Exhaust vent covers were soiled with food debris above fryer. Nonfood-contact surfaces sh
HARRIS TEETER #367 DELI,14520 JOHN REX BLVD ,RALEIGH,27614,(919) 554-4167,2 - Food Stands,1,False,2026-04-02,f storage cabinets through out kitchen. Dust is building up on the outside of the hood and vents.  4-601.11(C ) Keep non food contact surfaces of 
CHOP SHOP,210 E SIX FORKS RD ,RALEIGH,27609,(919) 696-4603,2 - Food Stands,1,False,2026-04-02,accumulations. Discussed with PIC about hood stacks cleaning schedule.
HARDEE'S #1655,1560 N BROAD ST ,FUQUAY-VARINA,27526,(919) 552-9772,1 - Restaurant,1,False,2026-04-06,iling vents black and dusty. Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
JUMBO CHINA RESTUARANT ,1518 BROAD ST ,FUQUAY-VARINA,27526-8363,(919) 577-7098,1 - Restaurant,1,False,2026-04-06,d Discharge Prohibition  (C) Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust;
